"関(quan) - seki, kan","せき, カン",関,quan hệ,quan,Tôi đã mang quà đến cái cổng(門) để có mối  quan hệ tốt ,25
"係(hệ) - kakari, kaka_ru, kei","かかり, かか_る, ケイ",係,kết nối,hệ,Mọi người đang  kết nối  với nhau như chủ đề (糸).,25
"義(nghĩa) - , gi",", ギ",義,"ngay thẳng, chính đáng",nghĩa,Chiến đấu với bầy cừu là chính đáng,25
"議(nghị) - , gi",", ギ",議,thảo luận,nghị,Họ đang  thảo luận  nếu nó là đúng (良) hay không.,25
"党(đảng) - , too",", トオ",党,đảng chính trị,đảng,Anh trai tôi(兄) đã tham gia một đảng chính trị,25
"遊(du) - aso_bu, yuu, yu","あそ_ぶ, ユウ, ユ",遊,chơi,du,Đứa trẻ (子) với cái cờ đi ra ngoài để chơi,26
"泳(vịnh) - oyo_gu, ei","およ_ぐ, エイ",泳,bơi,vịnh,Tôi bơi trong nước,26
"疲(bì) - tsuka_reru, hi","つか_れる, ヒ",疲,kiệt sức,bì,Anh ấy (彼) đã kiệt sức và đã đi đến bệnh viện,26
"暖(noãn) - atata_kai, dan","あたた_かい, ダン",暖,ấm,noãn,"Khi bạn đưa tay năm lấy tay của những người bạn(友),you feel ấm áp hơn",26
"涼(lương) - suzu_shii, ryoo","すず_しい, リョオ",涼,mát mẻ,lương,Mưa làm  mát mẻ cả thủ đô(京),26
"静(tĩnh) - shizu_ka(na), sei, joo","しず_か(な), セイ, ジョオ",静,yên lặng,tĩnh,"Sau khi chiến đấu(争),bầu trời trở nên xanh(青) và địa điểm trở nên yên lặng",26
"公(công) - ooyake, koo","おおやけ, コオ",公,cộng đồng,công,Phục vụ cộng đồng là một công việc khó,26
"園(viên) - sono, en","その, エン",園,công viên,viên,Tôi đi đến công viên để nhày vào thứ bảy(土).,26
"込(vào) - ko_mu, ","こ_む, -",込,đông đúc,vào,Mọi người đang đi vào trong(入) .Bên trong trở nên đông đúc hơn.,26
"連(liên) - tsura_naru, tsu_reru, ren","つら_なる, つ_れる, レン",連,liên kết,liên,Họ đã lái xe (車) của họ trên con đường dẫn(liên kết) tới đích,26
"窓(song) - mado, soo","まど, ソオ",窓,cửa sổ,song,Hãy mở cửa sổ trái tim(心) bạn,26
"側(trắc) - kawa, soku","かわ, ソク",側,bên cạnh,trắc,Tôi đưa tiền và một con dao ở bên cạnh tôi,26
"葉(diệp) - ha, yoo","は, ヨオ",葉,lá,diệp,Thể giới(世) được bao phủ bởi cỏ và lá cây(木),26
"景(cảnh) - , kei",", ケイ",景,khoảng nhìn,cảnh,"Vào một ngày nắng(日),bạn có thể kiếm một chỗ tốt ở thành phố(京).",26
"記(kí) - shiru_su, ki","しる_す, キ",記,viết ra,kí,Tôi đã viết ra những gì bạn nói.,26
"形(hình) - katachi, kata, kei,gyoo","かたち, かた, ケイ,ギョオ",形,định hình,hình,Tôi đang định hình một vài thứ,26
"吉(cát) - , kichi, kitsu",", キチ, キツ",吉,chúc may mắn,cát,"Một người kiếm sĩ(士) hét lên ""Chúc may mắn""",27
"結(kết) - musu_bu, ketsu","むす_ぶ, ケツ",結,"gắn,nối",kết,Tôi đã gắn các sợi dây (糸) và làm một cái bùa may mắn(吉),27
"婚(hôn) - , kon",", コン",婚,kết hôn,hôn,Người phụ nữ(女) đã thay đổi họ tên(氏) của cô ấy sau  đám cưới,27
"共(cộng) - tomo, kyoo","とも, キョオ",共,"đồng nhất,kết hợp",cộng,Hãy cùng kết hợp lại.,27
"供(cung) - sona_eru, kyoo, ku","そな_える, キョオ, ク",供,cung cấp,cung,Chúng tôi tụ tập (共) cung cấp cho bạn sự giúp đỡ.,27
"両(lưỡng) - , ryoo",", リョオ",両,cả,lưỡng,Một người bán rong mang hàng trên cả hai vai của anh ấy.,27
"若(nhược) - waka_i, mo_shikuwa, jaku, nyaku","わか_い, も_しくわ, ジャク, ニャク",若,"trẻ,non",nhược,Tôi ngắt những lá non với tay phải(左) của tôi.,27
"老(lão) - oi_ru, fu_keru, roo","おい_る, ふ_ける, ロオ",老,già,lão,"Một ông già có một cái gậy,và một bà già thì đang ngồi xuống.",27
"息(tức) - iki, soku","いき, ソク",息,thở,tức,"Để giữ cho nhịp đập trái tim(心) của chính(自) bạn,bạn phải thở",27
"娘(nương) - musume, jou","むすめ, ジョウ",娘,con gái,nương,Con gái của tôi là  một cô gái(女) tốt(良) ,27
"奥(áo) - , oo",", オオ",奥,phía sau,áo,Tôi để gạo(米) trong một cái hộp lớn(大) và đặt nó ở phía sau,27
"将(tướng) - , shoo",", ショオ",将,người chỉ huy,tướng,Người chỉ huy đang suy nghĩ về tương lai.,27
"祖(tổ) - , so",", ソ",祖,tổ tiên,tổ,Mọi người thăm mộ  tổ tiên của họ và một số thứ khác.,27
"育(dục) - soda_tsu, soda_teru, iku","そだ_つ, そだ_てる, イク",育,"lớn lên,nảy mầm",dục,"Tôi  lớn lên,ngắm nhìn mặt trăng(月).",27
"性(tính) - , sei, shoo",", セイ, ショオ",性,"giới tính,tình dục",tính,Bạn có thể nói về giới tính của một ai đó khi họ được sinh ra.,27
"招(chiêu) - mane_ku, shoo","まね_く, ショオ",招,mời,chiêu,Tôi sẽ mời bạn một bữa ăn.,27
"取(thủ) - to_ru, shu","と_る, シュ",取,"bắt,cầm",thủ,Đừng có cầm tai của tôi.,28
"最(tối) - motto_mo, sai","もっと_も, サイ",最,"hết sức, vô cùng",tối,Để bắt （取）được mặt trời （日）là một điều vô cùng khó khăn,28
"初(sơ) - haji_me, so_meru, sho","はじ_め, そ_める, ショ",初,đầu tiên,sơ,"Khi bạn làm kimono,bạn phải cắt quần áo với  một cái dao (刀) đầu tiên",28
"番(phiên) - , ban",", バン",番,"đợt,lượt",phiên,Họ lần lượt thu hoạch lúa(米) ở trên đồng(田).,28
"歳(tuế) - , sai, sei",", サイ, セイ",歳,tuổi,tuế,Hãy dừng(止) hỏi về tuổi của tôi.,28
"枚(mai) - , mai",", マイ",枚,"tờ,mảnh",mai,Tôi làm những tờ giấy này từ cây(木).,28
"冊(sách) - , satsu, saku",", サツ, サク",冊,đếm sách vở,sách,Bạn buộc nhiều trang giấy lại để tạo thành cuốn sách,28
"億(ức) - , oku",", オク",億,trăm triệu,ức,Một trăm triệu người có những suy nghĩ(意) khác nhau.,28
"点(điểm) - , ten",", テン",点,"hạt,chấm",điểm,Bốn cái chấm đã được đóng dấu.,28
"階(giai) - , kai",", カイ",階,tầng,giai,Mọi người(皆) đang ở tầng  trên của cái xe bus hai tầng.,28
"段(đoạn) - , dan",", ダン",段,"cầu thang,bậc thang",đoạn,Chúng tôi đang làm bậc thang bằng đá,28
"号(hiệu) - , goo",", ゴオ",号,số,hiệu,Hô to số của bạn,28
"倍(bội) - , bai",", バイ",倍,hai lần,bội,Người đàn ông cao cao hơn hai lần so với người đàn ông lùn.,28
"次(thứ) - tsu_gu, ji, shi","つ_ぐ, ジ, シ",次,"tiếp,kế tiếp",thứ,"Một người kêu to với cái mồm mở rộng,""tiếp tục""",28
"々() - ,",", ",々,sự lặp lại,"",Kí tự này chỉ là sự lặp lại.,28
"他(tha) - , ta",", タ",他,khác,tha,Tôi muốn có một con thú khác không phải là một con bọ cạp.,28
"勝(thắng) - katsu, masa_ru, shoo","かつ, まさ_る, ショオ",勝,chiến thắng,thắng,"Tôi đã chiến thắng vào thứ hai(月),chứ không phải thứ ba(火).",29
"負(phụ) - o_u, ma_keru, fu","お_う, ま_ける, フ",負,"thất bại,thua",phụ,Người thua thì trả tiền.,29
"賛(tán) - sui, san","すい, サン",賛,đánh giá,tán,Chúng tôi đánh giá cao người chồng người đã mang lại động vât có vỏ(貝) lớn.,29
"成(thành) - na_ru, sei, joo","な_る, セイ, ジョオ",成,thực hiện,thành,Tôi đã thực hiện nhiệm vụ với vũ khí.,29
"絶(tuyệt) - ta_tsu, zetsu","た_つ, ゼツ",絶,"gián đoạn,ngưng trệ",tuyệt,Màu sắc (色) của sợi dây(糸) bị đứt đoạn,29
"対(đối) - , tai, tsui",", タイ, ツイ",対,"phản đối,chống lại",đối,Tôi phản đối bạn.,29
"続(tục) - tsudzu_ku, zoku","つづ_く, ゾク",続,tiếp tục,tục,Tôi tiếp tục bán(売) những sợi dây(糸) này.,29
"辞(từ) - ya_meru, ji","や_める, ジ",辞,từ,từ,Thật vất vả(辛) để tìm 1000(千) từ trong từ điển.,29
"投(đầu) - ka_geru, too","か_げる, トオ",投,"ném,quăng",đầu,Tôi ném hòn đá với tay của tôi.,29
"選(tuyển) - , sen",", セン",選,chọn lựa,tuyển,Hãy lựa  chọn  b&gt; nhà lãnh đạo chúng ta với nhau (共).,29
"約(ước) - , yaku",", ヤク",約,xấp xỉ,ước,Hãy lấy xấp xỉ số lượng sợi dây(糸).,29
"束(thúc) - , soku",", ソク",束,"bó,gói",thúc,Anh ấy đã đưa cho tôi một bó hoa.,29
"守(thủ) - mamo_ru, mo_ri, shu, su","まも_る, も_り, シュ, ス",守,bảo vệ,thủ,Cái khoá này sẽ bảo vệ ngôi nhà của bạn.,29
"過(qua, quá) - su_giru, suyama_tsu, ka","す_ぎる, すやま_つ, カ",過,vượt qua,"qua, quá",Xin hãy vượt qua toà nhà to ở trên đường đó.,29
"夢(mộng) - yume, mu","ゆめ, ム",夢,"giấc mơ,ước mơ",mộng,"Vào buổi tối(タ),tôi đã có một giấc mơ về cánh đồng.",29
"的(đích) - mato, teki","まと, テキ",的,"đích,mục đích",đích,Nó là cái đích màu trắng (白) ,29
"飛(phi) - ha_neru, to_bu, hi","は_ねる, と_ぶ, ヒ",飛,bay,phi,Những con chim bay với đôi cánh giang rộng.,30
"機(cơ) - hata, ki","はた, キ",機,máy móc,cơ,Chúng tôi sử dụng máy bằng gỗ (木)để dệt vải từ các sợi dây(糸).,30
"失(thất) - ushina_u, shitsu","うしな_う, シツ",失,mất,thất,Chồng tôi bị  (衆) mất việc và anh ấy đang khóc,30
"鉄(thiết) - , tetsu",", テツ",鉄,"sắt,thép",thiết,Sắt bị mất(失) giá trị của nó nếu so sánh với vàng(金).,30
"速(tốc) - haya_i, soku","はや_い, ソク",速,"nhanh,sớm",tốc,Tôi đã chuyển(束) bó hoa một cách nhanh chóng,30
"遅(trì) - oku_reru, oso_i, chi","おく_れる, おそ_い, チ",遅,muộn,trì,Một trong những con cừu(羊) đã nghỉ lại và trở về muộn,30
"駐(trú) - , chuu",", チュウ",駐,"ở,sống",trú,Ông chủ(主) và con ngựa(馬) của ông ấy sống ở đây.,30
"泊(bạc) - to_meru, haku","と_める, ハク",泊,sống,bạc,Chúng tôi đã ở cái khách sạn màu trắng(白) trên bờ biển.,30
"船(thuyền) - , sen",", セン",船,"tàu,thuyền",thuyền,Anh ấy nói rằng con thuyền đó có thể chứa được tám(八) người,30
"座(tọa) - suwa_ru, za","すわ_る, ザ",座,ngồi,tọa,Hai người(人) ngồi trên đất(土).,30
"席(tịch) - , seki",", セキ",席,"ghế,chỗ ngồi",tịch,Có 21 chỗ ngồi trong cái quán này,30
"島(đảo) - shima, too","しま, トオ",島,đảo,đảo,Một con chim (鳥) đậu trên một ngọn núi(山) trên một hòn  đảo.,30
"陸(lục) - , riku",", リク",陸,vùng đất,lục,"Trên vùng đất  này,bạn chỉ có thể nhìnthấy một trạm xe bus",30
"港(cảng) - minato, koo","みなと, コオ",港,"cổng,bến tàu",cảng,Hãy gặp nhau(共) ở bến tàu,30
"橋(kiều) - hashi, kyoo","はし, キョオ",橋,cầu,kiều,Có một cái cầu gỗ(木)  và một toà nhà,30
"交(giao) - maji_waru, ma_jiru, koo","まじ_わる, ま_じる, コオ",交,vượt qua,giao,Bố tôi (父) thì đang  băng qua ngã tư.,30
"申(thân) - mou_su, shin","もう_す, シン",申,nói,thân,"Thunder đã nói với tôi rằng tên anh ấy là  ""Thunder""",31
"神(thần) - kami, kan, shin, jin","かみ, かん, シン, ジン",神,"chúa,đấng tối cao",thần,Chúng tôi cống hiến sự hi sinh với tiếng sấm gọi từ chúa,31
"様(dạng) - sama, yoo","さま, ヨオ",様,tình hình,dạng,"Một cái cây(木),con cừu(羊) và nước(水) tạo nên một tình hình về đồng cỏ gia súc",31
"信(tín) - shin_jiru, shin","しん_じる, シン",信,tin tưởng,tín,Tôi tin những gì bạn nói(言).,31
"調(điều, điệu) - shira_beru, totono_u, choo","しら_べる, ととの_う, チョオ",調,điều tra,"điều, điệu",Họ nói(言) họ sẽ điều tra xung quanh(周).,31
"査(tra) - , sa",", サ",査,kiểm tra,tra,Chúng tôi đã kiểm tra ngôi mộ ở dưới cái cây(木).,31
"相(tương, tướng) - ai, soo, shoo","あい, ソオ, ショオ",相,đối mặt,"tương, tướng",Đặt đôi mắt của bạn (目) trên cây (木). Cái  cây và bạn đang đối mặt b&gt; với nhau,31
"談(đàm) - , dan",", ダン",談,nói chuyện,đàm,Hãy làm một cuộc nói chuyện gần đống lửa(火).,31
"案(án) - , an",", アン",案,kế hoạch,án,Tôi dự trù đưa ra kế hoạch với những cái cây(木).,31
"内(nội) - uchi, nai, dai","うち, ナイ, ダイ",内,ở trong,nội,Một người(人) đang ở trong một cái hộp lớn,31
"君(quân) - kimi, kun","きみ, クン",君,"tướng,vua,chúa tể",quân,Tướng b&gt; của tôi  cung cấp  các đơn đặt hàng với dùi cui và miệng (口).,31
"達(đạt) - , tatsu",", タツ",達,"đến,tới,đi đến",đạt,Những con chiên (羊) mang theo đất (土) cuối cùng  đến b&gt; đích của nó.,31
"星(tinh) - hashi, sei, shoo","はし, セイ, ショオ",星,ngôi sao,tinh,Bạn có nghĩ những ngôi sao được sinh ra  (生) từ mặt trời(日).,31
"雪(tuyết) - yuki, setsu","ゆき, セツ",雪,tuyết,tuyết,"""Mưa(雨)?"".""Không,sờ đi.Nó là tuyết""",31
"降(giáng, hàng) - o_riru, fu_ru, koo","お_りる, ふ_る, コオ",降,xuống,"giáng, hàng",Chúng tôi xuống ở bến xe bus.,31
"直(trực) - tada_chii, nao_su, choku, jiki","ただ_ちい, なお_す, チョク, ジキ",直,"chỉnh sửa,trực tiếp",trực,"""Nhìn kìa! Nó bị vỡ rồi.""""Hãy sửa nó đi"".",31
"危(nguy) - abu_nai, aya_ui, ki","あぶ_ない, あや_うい, キ",危,nguy hiểm,nguy,Nhìn hòn đá ở trên cái dốc dứng kìa.Người đó thì đang  nguy hiểm,32
"険(hiểm) - kewa_shii, ken","けわ_しい, ケン",険,"bước,giai đoạn,dốc",hiểm,Một người (人) đang tìm kiếm ở một  dốc  b&gt; núi.,32
"拾(thập) - hiro_u, shuu, juu","ひろ_う, シュウ, ジュウ",拾,tìm lại,thập,Tôi đã tìm lại được hoá đơn  10.000 yên từ thùng rác,32
"捨(xả) - su_teru, sha","す_てる, シャ",捨,"ném đi,bỏ",xả,Tôi bỏ rác vào thùng vào các ngày thứ bảy(土).,32
"戻(lệ) - modo_su, rei","もど_す, レイ",戻,trở lại,lệ,Anh ấy đã trở nên to lớn(大) và đã trở lại .Bây giờ anh ấy đang ở cửa(戸).,32
"吸(hấp) - su_u, kyuu","す_う, キュウ",吸,hít vào,hấp,Tôi hít vào khói thuốc,32
"放(phóng) - hana_su, hoo","はな_す, ホオ",放,"phóng thích,miễn trừ",phóng,Chúng tôi được phóng thích bên dưới lá cờ.,32
"変(biến) - ka_waru, hen","か_わる, ヘン",変,"thay đổi,kì quái",biến,Anh ấy đang mặc bộ quần áo kì quái ,32
"歯(xỉ) - ha, shi","は, シ",歯,răng,xỉ,"Dừng(止) nói,và nhai cơm(米) kĩ với răng của bạn đi.",32
"髪(phát) - kami, hatsu","かみ, ハツ",髪,tóc,phát,Bạn(友) tôi có tóc dài(長) ,32
"絵(hội) - , kai, e",", カイ, エ",絵,tranh,hội,Họ gặp (会) nhau và làm một bức tranh thêu,32
"横(hoành) - yoko, oo","よこ, オオ",横,bên cạnh,hoành,Bọn trẻ đang chơi bên trong một cái hộp bên cạnh một cái cây(木),32
"当(đương, đáng) - a_taru, too","あ_たる, トオ",当,"đâm,đập","đương, đáng",Một mũi tên  đâm vào đích,32
"伝(truyền, truyện) - tsuta_waru, den","つた_わる, デン",伝,truyền tải,"truyền, truyện",Hai(二) người truyền tải một thông điệp,32
"細(tế) - hoso_ru, koma_kai, sai","ほそ_る, こま_かい, サイ",細,mỏng,tế,Những cây lúa trên cánh đồng(田) thì mỏng như sợi dây(糸).,32
"無(vô) - na_i, mu, bu","な_い, ム, ブ",無,không,vô,Ngôi nhà bị cháy và không có thứ gì qua khỏi,32
